"","varname","label"
"2783","c_j7","Subj:Would you consider the current level of food consumption of your family as:"
"2784","r_j8","Subj:Would you consider the current level of food consumption of your family as:"
"2785","c_j8","Subj:Would you consider the current level of food consumption of your family as:"
"2786","r_j9","Subj:Would you consider the current level of expenditures of your family for foo"
"2787","c_j9","Subj:Would you consider the current level of expenditures of your family for foo"
"2788","r_j10","Subj:Would you consider the current level of expenditures of your family for foo"
"2789","c_j10","Subj:Concern about being able to provide yourself and your family with food/basi"
"2790","r_j11","Subj:Concern about being able to provide yourself and your family with food/basi"
"2791","c_j11","Subj: How satisfied are you with your current financial situation?"
"2792","r_j12","Subj: How satisfied are you with your current financial situation?"
"2793","c_j12","Subj:Would you consider the current level of food consumption of your family as:"
"2794","r_j13","Subj:Would you consider the current level of food consumption of your family as:"
"2795","c_j13","Subj:Would you consider the current level of food consumption of your family as:"
"2796","r_j14","Subj:Would you consider the current level of expenditures of your family for foo"
"2797","c_j14","Subj:Would you consider the current level of expenditures of your family for foo"
"2798","r_j15","Subj:Would you consider the current level of expenditures of your family for foo"
"2799","c_j15","Subj:Concern about being able to provide yourself and your family with food/basi"
"2800","r_j16","Subj:Concern about being able to provide yourself and your family with food/basi"
"2801","c_j16","Subj: How satisfied are you with your current financial situation?"
"2802","r_j17","Subj: How satisfied are you with your current financial situation?"
"2803","c_j17","Subj:Would you consider the current level of food consumption of your family as:"
"2804","r_j18","Subj:Would you consider the current level of food consumption of your family as:"
"2805","c_j18","Subj:Would you consider the current level of food consumption of your family as:"
"2806","r_j19","Subj:Would you consider the current level of expenditures of your family for foo"
"2807","c_j19","Subj:Would you consider the current level of expenditures of your family for foo"
"2808","r_j20","Subj:Would you consider the current level of expenditures of your family for foo"
"2809","c_j20","Subj:Concern about being able to provide yourself and your family with food/basi"
"2810","r_j21","Subj:Concern about being able to provide yourself and your family with food/basi"
"2811","c_j21","Subj: How satisfied are you with your current financial situation?"
"2812","r_j22","Subj: How satisfied are you with your current financial situation?"
"2813","c_j22","Subj:Would you consider the current level of food consumption of your family as:"
"2814","r_j23","Subj:Would you consider the current level of food consumption of your family as:"
"2815","c_j23","Subj:Would you consider the current level of food consumption of your family as:"
"2816","r_j24","Subj:Would you consider the current level of expenditures of your family for foo"
"2817","c_j24","Subj:Would you consider the current level of expenditures of your family for foo"
"2818","r_j25","Subj:Would you consider the current level of expenditures of your family for foo"
"2819","c_j25","Subj:Concern about being able to provide yourself and your family with food/basi"
"2820","r_j26","Subj:Concern about being able to provide yourself and your family with food/basi"
"2821","c_j26","Subj: How satisfied are you with your current financial situation?"
"2822","r_j27","Subj: How satisfied are you with your current financial situation?"
"2823","c_j27","Subj:Would you consider the current level of food consumption of your family as:"
"2824","r_j28","Subj:Would you consider the current level of food consumption of your family as:"
"2825","c_j28","Subj:Would you consider the current level of food consumption of your family as:"
"2826","r_j29","Subj:Would you consider the current level of expenditures of your family for foo"
"2827","c_j29","Subj:Would you consider the current level of expenditures of your family for foo"
"2828","r_j30","Subj:Would you consider the current level of expenditures of your family for foo"
"2829","c_j30","Subj:Concern about being able to provide yourself and your family with food/basi"
"2830","r_j31","Subj:Concern about being able to provide yourself and your family with food/basi"
"2831","c_j31","Subj: How satisfied are you with your current financial situation?"
"2832","r_j32","Subj: How satisfied are you with your current financial situation?"
"2833","c_j32","Subj:Would you consider the current level of food consumption of your family as:"
"2834","r_j33","Subj:Would you consider the current level of food consumption of your family as:"
"2835","c_j33","Subj:Would you consider the current level of food consumption of your family as:"
"2836","r_j34","Subj:Would you consider the current level of expenditures of your family for foo"
"2837","c_j34","Subj:Would you consider the current level of expenditures of your family for foo"
"2838","r_j35","Subj:Would you consider the current level of expenditures of your family for foo"
"2839","c_j35","Subj:Concern about being able to provide yourself and your family with food/basi"
"2840","r_j36","Subj:Concern about being able to provide yourself and your family with food/basi"
"2841","c_j36","Subj: How satisfied are you with your current financial situation?"
"2842","r_j37","Subj: How satisfied are you with your current financial situation?"
"2843","c_j37","Subj:Would you consider the current level of food consumption of your family as:"
"2844","r_j38","Subj:Would you consider the current level of food consumption of your family as:"
